Comuna_Establecimiento;LATITUD;LONGITUD;Cuenta de NOM_ESTAB;Matriculas
CONCHALÍ_ESCUELA ESPECIAL EL SOL;-33.372301;-70.673064;36;36
CONCHALÍ_ESCUELA ESPECIAL N° 2445 PAPELUCHO;-33.38421199;-70.675842;108;108
CONCHALÍ_ESCUELA ESPECIAL N° 2479 MARGARITA;-33.38971999;-70.66052999;49;49
CONCHALÍ_ESCUELA ESPECIAL N°2466 NUESTROS HIJOS;-33.37436;-70.68476;67;67
CONCHALÍ_ESCUELA ESPECIAL PARTICULAR ARCA DE NOE;-33.376976;-70.66425;61;61
CONCHALÍ_ESCUELA HORACIO JOHNSON GANA;-33.37614189;-70.66730919;60;60
CONCHALÍ_ESCUELA PART. ADVENTISTA SANTIAGO NORTE;-33.3713421;-70.69078266;60;60
CONCHALÍ_ESCUELA PARTICULAR EL CARMEN;-33.38396938;-70.67797711;116;116
CONCHALÍ_ESCUELA PARTICULAR ESPECIAL ALOA;-33.39275399;-70.67134;191;191
CONCHALÍ_ESCUELA PARTICULAR PARQUE ASUNCION;-33.37182009;-70.68013941;52;52
CONCHALÍ_ESCUELA PARTICULAR RUTH;-33.37709399;-70.66118185;47;47
CONCHALÍ_ESCUELA PARTICULAR SAN DIEGO;-33.38441333;-70.67975903;254;254
CONCHALÍ_ESCUELA PARTICULAR ZOLTAN DIENES;-33.39161474;-70.6633083;64;64
CONCHALÍ_ESCUELA PATROCINIO EL SEMBRADOR N 2;-33.39665233;-70.67256715;72;72
CONCHALÍ_ESCUELA PEDRO AGUIRRE CERDA;-33.39430707;-70.68234219;45;45
CONCHALÍ_ESCUELA SOL NACIENTE;-33.38702998;-70.66150647;60;60
CONCHALÍ_ESCUELA UNESCO;-33.38153869;-70.67684986;44;44
CONCHALÍ_ESCUELA VALLE DEL INCA;-33.38950013;-70.66642576;43;43
CONCHALÍ_FLOR DE ORO;-33.3781706;-70.6926121;138;138
CONCHALÍ_GABRIELA MISTRAL;-33.379105;-70.660169;129;129
CONCHALÍ_JUAN XXIII;-33.380565;-70.686636;82;82
CONCHALÍ_JUANITA AGUIRRE;-33.37341032;-70.6855152;90;90
CONCHALÍ_KARU PEUMAYEN;-33.388498;-70.663341;45;45
CONCHALÍ_LICEO ALBERTO BLEST GANA;-33.39929925;-70.66823613;33;33
CONCHALÍ_LICEO MUNC.ALMIRANTE GALVARINO RIVEROS;-33.37273641;-70.68165689;21;21
CONCHALÍ_LICEO POETA FEDERICO GARCIA LORCA;-33.37003144;-70.69107767;55;55
CONCHALÍ_LICEO POLIV. ABDON CIFUENTES;-33.39636702;-70.66311222;77;77
CONCHALÍ_LUFKE ANTÜ;-33.373851;-70.676597;158;158
CONCHALÍ_NUEVA ALBORADA;-33.36839299;-70.68813;36;36
CONCHALÍ_PEQUEÑAS RAICES;-33.37001891;-70.69236799;159;159
CONCHALÍ_PEUMAYEN;-33.39482215;-70.68242568;56;56
CONCHALÍ_POR UN FUTURO MEJOR;-33.38733;-70.67494;15;15
CONCHALÍ_QUILLAICITO;-33.37562;-70.66413003;127;127
CURACAVÍ_COLEGIO INSTITUTO SAN LUIS DE CURACAVI;-33.4033218;-71.12965745;27;27
CURACAVÍ_EL REMOLINO VERDE;-33.391908;-71.125007;158;158
CURACAVÍ_ESC. BASICA LA PRADERA DE CURACAVI;-33.40687205;-71.14871271;49;49
CURACAVÍ_ESC. ESP. PUERTA DEL SOL;-33.39788999;-71.12215399;152;152
CURACAVÍ_ESC.NUESTRA SENORA DEL CARMEN DE CURACAV;-33.38876802;-71.12605714;62;62
CURACAVÍ_ESCUELA BAS. MUNIC. CUYUNCAVI;-33.39000361;-71.12337427;29;29
CURACAVÍ_ESCUELA BASICA EL CARMELO;-33.494587;-71.04688;54;54
CURACAVÍ_ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA;-33.48555512;-71.04775447;50;50
CURACAVÍ_ESCUELA BÁSICA Nº 211 INCLUSIVA SANTA MARIA;-33.36639;-71.08019;25;25
CURACAVÍ_ESCUELA BASICA VALLE DE PUANGUE;-33.39964582;-71.12958571;66;66
CURACAVÍ_ESCUELA BASICA Y ESPECIAL MC-KAY;-33.39797908;-71.12789597;78;78
CURACAVÍ_ESCUELA ELIECER PEREZ VARGAS;-33.4078503;-71.13367081;24;24
CURACAVÍ_ESCUELA FERNANDO CARVAJAL PINTO;-33.44726591;-71.0308371;27;27
CURACAVÍ_ESCUELA PART. CURACAVI COLLEGE;-33.40532085;-71.1269759;128;128
CURACAVÍ_ESCUELA SAN JOSE OBRERO DE CURACAVI;-33.40674013;-71.14270157;79;79
CURACAVÍ_J.S.R. PATAGŠILLA;#DIV/0!;#DIV/0!;17;17
CURACAVÍ_JOAQUIN BLAYA;-33.400714;-71.130908;141;141
CURACAVÍ_LAS ARAUCARIAS;-33.39613077;-71.12169079;94;94
CURACAVÍ_LOS DUENDECITOS;-33.45349749;-71.02860501;25;25
CURACAVÍ_NORTH CROSS SCHOOL;-33.4041203;-71.1308325;75;75
CURACAVÍ_POLILLITA;-33.40465146;-71.13633915;96;96
EL BOSQUE_ACUARELA;-33.577758;-70.678151;47;47
EL BOSQUE_ANNE SULLIVAN;-33.547939;-70.66716361;49;49
EL BOSQUE_CENTRO EDUC. DENVER COLORADO SCHOOL;-33.57488367;-70.68883552;5;5
EL BOSQUE_COLEGIO BATALLA DE LA CONCEPCION;-33.58034729;-70.66967191;55;55
EL BOSQUE_COLEGIO CRISTIANO BETHEL II;-33.56871722;-70.67110058;62;62
EL BOSQUE_COLEGIO EL ALMENDRO;-33.57619368;-70.66334217;82;82
EL BOSQUE_COLEGIO JUAN BAUTISTA DURAN;-33.57375867;-70.69161765;28;28
EL BOSQUE_COLEGIO PARTICULAR TANTAUCO EL BOSQUE;-33.55670677;-70.67139911;86;86
EL BOSQUE_COLEGIO POLITEC. MARIA GRISELDA VALLE S.;-33.5730656;-70.66467134;142;142
EL BOSQUE_COLEGIO SANTA BARBARA COLLEGE;-33.57501887;-70.66321219;71;71
EL BOSQUE_COLEGIO SANTO TOMAS DE AQUINO;-33.57584335;-70.69199565;109;109
EL BOSQUE_COLEGIO TENIENTE DAGOBERTO GODOY;-33.5597464;-70.65811107;91;91
EL BOSQUE_COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS;-33.56878615;-70.66997164;50;50
EL BOSQUE_COMPLEJO EDUCACIONAL FELIPE HERRERA LANE;-33.56033158;-70.66630028;23;23
EL BOSQUE_COMPLEJO EDUCACIONAL STELLA MARIS;-33.55693659;-70.67449999;38;38
EL BOSQUE_EL ALMENDRO II;-33.576536;-70.673205;24;24
EL BOSQUE_EL TRANQUE;-33.579472;-70.662164;69;69
EL BOSQUE_ESC DE PARVULOS PART.EJERCITO DE SALVACION;-33.56854599;-70.66665;30;30
EL BOSQUE_ESC. BAS. NUEVA ESPERANZA DE EL BOSQUE;-33.57986326;-70.67391809;56;56
EL BOSQUE_ESC. BAS. PDTE. SALVADOR ALLENDE G.;-33.57698398;-70.66591897;77;77
EL BOSQUE_ESC. DE PARV. Y ESP. ENANITOS;-33.571064;-70.677055;262;262
EL BOSQUE_ESC. DE PARVULOS PART. LA FAROLA;-33.56237;-70.68098;38;38
EL BOSQUE_ESC. ESP. CENTRO DE RECURSOS SUYAY;-33.57188;-70.68867;48;48
EL BOSQUE_ESC. ESP. PART MADRE MARIA MAZZARELLO;-33.54930499;-70.654816;98;98
EL BOSQUE_ESC. ESP. PART. SAN MATEO DEL BOSQUE;-33.552643;-70.66486999;8;8
EL BOSQUE_ESC.ESP.EL PRINCIPITO DE EL BOSQUE;-33.580757;-70.6752;158;158
EL BOSQUE_ESC.ESPECIAL LOS COPIHUES DEL BOSQUE;-33.562286;-70.67055;20;20
EL BOSQUE_ESCUELA BAS. NUESTRA SENORA MARIA INMACULADA;-33.55478472;-70.6757039;147;147
EL BOSQUE_ESCUELA BASICA AVIADORES;-33.55008996;-70.66441069;31;31
EL BOSQUE_ESCUELA BASICA BASE EL BOSQUE;-33.56213461;-70.67533683;50;50
EL BOSQUE_ESCUELA BASICA JOSE MARTI;-33.54192616;-70.68393605;65;65
EL BOSQUE_ESCUELA BASICA MARIO ARCE GATICA;-33.56250224;-70.66464413;37;37
EL BOSQUE_ESCUELA BASICA PARTICULAR CLUB HIPICO;-33.58052226;-70.67720368;75;75
EL BOSQUE_ESCUELA BASICA PAUL HARRIS;-33.56638898;-70.65996378;31;31
EL BOSQUE_ESCUELA BASICA SAN JAVIER DEL BOSQUE;-33.54596999;-70.66983999;29;29
EL BOSQUE_ESCUELA BASICA THE FOREST COLLEGE;-33.55427652;-70.67197845;149;149
EL BOSQUE_ESCUELA BASICA VILLA SANTA ELENA;-33.56490613;-70.66691154;29;29
EL BOSQUE_ESCUELA BERNARDO LEIGHTON;-33.5744692;-70.67959836;50;50
EL BOSQUE_ESCUELA CIUDAD DE LYON;-33.55604055;-70.65696541;39;39
EL BOSQUE_ESCUELA CLAUDIO ARRAU LEON;-33.5717478;-70.68081411;38;38
EL BOSQUE_ESCUELA DE LENGUAJE ECOLOGICA ANDALEN;-33.548462;-70.66188;79;79
EL BOSQUE_ESCUELA DE LENGUAJE HABLANDO SIN PARAR;-33.56070299;-70.67822;85;85
EL BOSQUE_ESCUELA DE PARV. Y ESP. AMANECER DE EL BOSQUE;-33.571716;-70.671486;172;172
EL BOSQUE_ESCUELA DE PARVULOS EL CANELO DE EL BOSQUE;-33.55597199;-70.663768;52;52
EL BOSQUE_ESCUELA DE PARVULOS PULGARCITO;-33.55279;-70.668;53;53
EL BOSQUE_ESCUELA DE PARVULOS Y ESPECIAL CRISOL DE EL;-33.547224;-70.66422799;98;98
EL BOSQUE_ESCUELA DIFERENCIAL PARA NINOS SORDOS;-33.54979;-70.66715;4;4
EL BOSQUE_ESCUELA ESP. BOSQUE DE NINOS;-33.558258;-70.67718499;6;6
EL BOSQUE_ESCUELA ESP. CLEMENTE DE JESUS;-33.55097;-70.68467;56;56
EL BOSQUE_ESCUELA ESP. ESPERANZA DE EL BOSQUE;-33.580173;-70.674286;131;131
EL BOSQUE_ESCUELA ESP. MANANTIAL DEL BOSQUE;-33.563194;-70.67753999;72;72
EL BOSQUE_ESCUELA ESP. SANTA MARIA DE EL BOSQUE;-33.57278;-70.689316;128;128
EL BOSQUE_ESCUELA ESP. TREM TREMO;-33.55096;-70.67861;107;107
EL BOSQUE_ESCUELA ESPECIAL 1768 RENACER;-33.580482;-70.66873;111;111
EL BOSQUE_ESCUELA ESPECIAL ARCOIRIS DE EL BOSQUE;-33.548214;-70.674255;55;55
EL BOSQUE_ESCUELA ESPECIAL CAPULLITO;-33.57502;-70.68465999;74;74
EL BOSQUE_ESCUELA ESPECIAL COSAS DE NINOS;-33.550741;-70.670133;83;83
EL BOSQUE_ESCUELA ESPECIAL GEORGINA DE LAS NIEVES;-33.57255;-70.69447;50;50
EL BOSQUE_ESCUELA ESPECIAL JESUS DEL BOSQUE;-33.54934699;-70.65445;25;25
EL BOSQUE_ESCUELA ESPECIAL LA MORENITA;-33.562359;-70.66313;34;34
EL BOSQUE_ESCUELA ESPECIAL PART. DAME LA MANO;-33.568607;-70.666595;117;117
EL BOSQUE_ESCUELA ESPECIAL PARTICULAR LUDILEN;-33.5583;-70.665215;68;68
EL BOSQUE_ESCUELA ESPECIAL PEQUE SOL;-33.571075;-70.699684;86;86
EL BOSQUE_ESCUELA ESPECIAL SAN LUIS DEL BOSQUE;-33.547962;-70.68579;142;142
EL BOSQUE_ESCUELA ESPECIAL SEMILLITAS DE EL BOSQUE;-33.56288;-70.68;40;40
EL BOSQUE_ESCUELA ESPECIAL Y DE PARVULOS PARTICULAR EL NIDITO;-33.563236;-70.659615;365;365
EL BOSQUE_ESCUELA GENERAL ALBERTO A. BACHELET MARTINEZ;-33.56626065;-70.68113354;22;22
EL BOSQUE_ESCUELA JOSE ABELARDO NUNEZ Nº 1;-33.56089819;-70.6645133;155;155
EL BOSQUE_ESCUELA MARCIAL MARTINEZ FERRARI;-33.5706259;-70.68771907;71;71
EL BOSQUE_ESCUELA NEMESIO ANTUNEZ;-33.57130292;-70.66353185;30;30
EL BOSQUE_ESCUELA ORLANDO LETELIER;-33.55212414;-70.68780458;34;34
EL BOSQUE_ESCUELA PARTICULAR CAMPANITA;-33.55942807;-70.66672459;59;59
EL BOSQUE_ESCUELA PARTICULAR EL BOSQUE;-33.56234925;-70.68120138;19;19
EL BOSQUE_ESCUELA PARTICULAR HISPANO AMERICANO;-33.55158877;-70.67012862;42;42
EL BOSQUE_ESCUELA PARTICULAR JOSE MIGUEL CARRERA;-33.55186711;-70.6756134;40;40
EL BOSQUE_ESCUELA PARTICULAR MARIA MEDIANERA;-33.57852349;-70.68631444;40;40
EL BOSQUE_ESCUELA PARTICULAR MARVIT SCHOOL;-33.5684753;-70.683616;22;22
EL BOSQUE_ESCUELA PARTICULAR MIGUEL DE CERVANTES;-33.57872299;-70.67261962;143;143
EL BOSQUE_ESCUELA PARTICULAR STA.MARIA MAZZARELLO;-33.54918004;-70.65532033;41;41
EL BOSQUE_ESCUELA PARTICULAR VILLA EL SOL;-33.55477057;-70.67009858;119;119
EL BOSQUE_ESCUELA Y LICEO LIAHONA;-33.54688272;-70.66901258;154;154
EL BOSQUE_ILLIHUE;-33.540515;-70.684226;40;40
EL BOSQUE_JUAN GOMEZ MILLAS;-33.54999879;-70.67118582;124;124
EL BOSQUE_LA NONI ESCUELA DE PARVULOS Y LENGUAJE;-33.569527;-70.68378;29;29
EL BOSQUE_LAS ACACIAS;-33.568689;-70.666665;29;29
EL BOSQUE_LAS ARDILLITAS;-33.56032;-70.66458997;45;45
EL BOSQUE_LAS PALMAS;-33.553368;-70.660522;160;160
EL BOSQUE_LAS PALMAS II;-33.553603;-70.659816;63;63
EL BOSQUE_LAS QUINTAS;-33.581297;-70.670222;83;83
EL BOSQUE_LAURITA VICUÑA;-33.55123597;-70.68789302;186;186
EL BOSQUE_LOS RAULÖES;-33.565113;-70.665961;115;115
EL BOSQUE_LOS VOLCANES;-33.581839;-70.67585;48;48
EL BOSQUE_LUZ DE VIDA;-33.571638;-70.66283499;49;49
EL BOSQUE_MAGICA AVENTURA;-33.57703602;-70.66368105;83;83
EL BOSQUE_MARCIAL MARTINEZ;-33.57009197;-70.68748798;98;98
EL BOSQUE_MARÖA LUISA BOMBAL;-33.565787;-70.671888;162;162
EL BOSQUE_MI PEQUEÑO MUNDO;-33.55279;-70.688174;130;130
EL BOSQUE_MIS PRIMEROS PASOS;-33.58092996;-70.67025802;91;91
EL BOSQUE_PARAÖSO DE NI¥OS;-33.57262;-70.670695;78;78
EL BOSQUE_PAULA JARAQUEMADA;-33.547439;-70.687978;60;60
EL BOSQUE_RAYITO DE SOL;-33.56594072;-70.66237054;91;91
EL BOSQUE_RENACER DEL BOSQUE;-33.574339;-70.662868;46;46
EL BOSQUE_SAN ALBERTO HURTADO;-33.57483001;-70.67410598;72;72
EL BOSQUE_SAN FRANCISCO;-33.57560797;-70.66070998;80;80
EL BOSQUE_SAN MIGUEL ARCANGEL;-33.57074;-70.67444;193;193
EL BOSQUE_SEMILLAS DEL BOSQUE;-33.579283;-70.670028;54;54
EL BOSQUE_SOL NACIENTE;-33.57465048;-70.67921764;146;146
EL BOSQUE_TENYSON FERRADA;-33.57799201;-70.665398;103;103
EL BOSQUE_VECINAL NORTE 3;-33.57962;-70.668204;112;112
EL MONTE_COLEGIO BICENTENARIO DE SANTA MARIA DE EL MONTE;-33.67349372;-70.99268689;58;58
EL MONTE_COLEGIO LOS ROBLES DE LOS LIBERTADORES;-33.68417999;-71.00134;57;57
EL MONTE_CRECIENDO FELIZ;-33.684435;-70.993056;18;18
EL MONTE_ESC. BASICA JAVIERA CARRERA VERDUGO;-33.69143546;-71.02655378;37;37
EL MONTE_ESC. DE PARV. Y ESPECIAL COMUNICA;-33.67832;-70.99515;119;119
EL MONTE_ESCUELA BAS. COLEGIO EMELINA URRUTIA;-33.6788911;-70.97818872;34;34
EL MONTE_ESCUELA BAS. DIVINA PROVIDENCIA;-33.67901811;-70.9803962;97;97
EL MONTE_ESCUELA CHINIGUE EL CRISTO;-33.68742896;-71.02562915;54;54
EL MONTE_ESCUELA DE PARVULOS Y ESPECIAL N°197 AMARAL;-33.678691;-70.976768;104;104
EL MONTE_ESCUELA EL REMANSO;-33.65236559;-70.99318249;28;28
EL MONTE_ESCUELA ESP. ANTUKUYEN DE EL MONTE;-33.68255;-70.98812;105;105
EL MONTE_ESCUELA ESPECIAL CASA NIDO;-33.681503;-70.985339;67;67
EL MONTE_ESCUELA ESPECIAL Nº204 MONTEALTO;-33.68499;-71.0125;84;84
EL MONTE_ESCUELA ESPECIAL SAN LUCAS DEL PAICO;-33.689191;-71.049575;79;79
EL MONTE_ESCUELA ESPECIAL TONKI TONKI TON;-33.68345;-70.9948;103;103
EL MONTE_ESCUELA REPUBLICA DE HONDURAS;-33.68529159;-71.01462001;67;67
EL MONTE_ESCUELA REPUBLICA DEL ECUADOR;-33.68302377;-70.98883077;19;19
EL MONTE_INSTITUTO PROFESOR HECTOR DUARTE;-33.68345;-70.99475;34;34
EL MONTE_INSTITUTO SAN FRANCISCO;-33.68092552;-70.98096854;31;31
EL MONTE_LICEO POLIV. LUIS HUMBERTO ACOSTA GAY;-33.67757561;-70.97712755;16;16
EL MONTE_LOS ANGELITOS DE CHIÑIGUE;-33.68310511;-70.98797392;88;88
EL MONTE_LOS PEQUEÑOS CONQUISTADORES;-33.68406203;-70.99791896;38;38
EL MONTE_LOS PEQUEÑOS TRAVIESOS;-33.690841;-71.044177;48;48
EL MONTE_MI SEGUNDO HOGAR;-33.67616896;-70.99263703;41;41
EL MONTE_MIS RAÍCES;-33.676736;-70.99223;44;44
EL MONTE_SAN FRANCISCO DEL MONTE;-33.676895;-70.998052;111;111
EL MONTE_SANTA CLARA DE ASÖS;-33.681028;-70.984989;47;47
EL MONTE_TESORO DE MAMA;-33.68945;-71.02811;89;89
ESTACIÓN CENTRAL_AMULEN;-33.465396;-70.709651;139;139
ESTACIÓN CENTRAL_ANTILEN;-33.46552249;-70.70257728;93;93
ESTACIÓN CENTRAL_ARTEMISA;-33.460307;-70.700611;83;83
ESTACIÓN CENTRAL_AVELUZ;-33.47469913;-70.71250199;107;107
ESTACIÓN CENTRAL_AYELEN;-33.474347;-70.705313;97;97
ESTACIÓN CENTRAL_CENTRO EDUC.MUNIC. DR. AMADOR NEGHME RODRIGUEZ;-33.47219812;-70.72080896;78;78
ESTACIÓN CENTRAL_COLEGIO ECHAURREN;-33.47507572;-70.71677679;121;121
ESTACIÓN CENTRAL_COLEGIO GREENLAND SCHOOL;-33.457625;-70.72278;293;293
ESTACIÓN CENTRAL_COLEGIO PIAMARTA;-33.47170655;-70.72551617;231;231
ESTACIÓN CENTRAL_COLEGIO POLIVALENTE PRINCIPE DE GALES;-33.44955302;-70.69511693;156;156
ESTACIÓN CENTRAL_COLEGIO SAN ALBERTO;-33.4707465;-70.6918583;77;77
ESTACIÓN CENTRAL_COLEGIO SAO PAULO;-33.45861964;-70.69372864;48;48
ESTACIÓN CENTRAL_COYHAIQUE;-33.473245;-70.704399;89;89
ESTACIÓN CENTRAL_DEL EDEN;-33.47047;-70.714171;160;160
ESTACIÓN CENTRAL_DUENDES Y ESTRELLITAS;-33.472059;-70.721293;104;104
ESTACIÓN CENTRAL_ESC. ESPECIAL LAS ESPIGAS DE ESTACION CENTRAL;-33.44883999;-70.69238;84;84
ESTACIÓN CENTRAL_ESC.DE PARVULOS NUEVO AMANECER;-33.470608;-70.72023;27;27
ESTACIÓN CENTRAL_ESC.SILVIA SALAS EDWARDS;-33.46673023;-70.68381014;49;49
ESTACIÓN CENTRAL_ESCUEL DE PARV. LOS PIRINCHOS;-33.466213;-70.708466;26;26
ESTACIÓN CENTRAL_ESCUELA ARNALDO FALABELLA;-33.45858943;-70.69222383;100;100
ESTACIÓN CENTRAL_ESCUELA BÁSICA ARTURO ALESSANDRI PALMA;-33.45601648;-70.69874984;158;158
ESTACIÓN CENTRAL_ESCUELA BASICA CAROLINA VERGARA AYARES;-33.47361062;-70.70516895;83;83
ESTACIÓN CENTRAL_ESCUELA BASICA ESTADO DE PALESTINA;-33.47358255;-70.70160736;66;66
ESTACIÓN CENTRAL_ESCUELA BÁSICA HUMBERTO VALENZUELA GARCÍA;-33.47151519;-70.69187992;104;104
ESTACIÓN CENTRAL_ESCUELA BASICA PACTO ANDINO;-33.463514;-70.70920911;69;69
ESTACIÓN CENTRAL_ESCUELA BASICA PROF.RAMON DEL RIO;-33.46603649;-70.70288555;68;68
ESTACIÓN CENTRAL_ESCUELA BASICA REPUBLICA DE FRANCIA;-33.47615978;-70.71087559;62;62
ESTACIÓN CENTRAL_ESCUELA BASICA UNION LATINOAMERICANA;-33.46348143;-70.6917367;60;60
ESTACIÓN CENTRAL_ESCUELA CARLOS CONDELL DE LA HAZA;-33.46146352;-70.70038386;167;167
ESTACIÓN CENTRAL_ESCUELA DE LENGUAJE HELLO CHILDREN;-33.46688499;-70.72978999;57;57
ESTACIÓN CENTRAL_ESCUELA DE PARV. HELLO CHILDREN;-33.466385;-70.72869;47;47
ESTACIÓN CENTRAL_ESCUELA DE PARV. PIN PON;-33.46744;-70.69736;34;34
ESTACIÓN CENTRAL_ESCUELA DE PARVULOS HAMELIN;-33.457;-70.68724;9;9
ESTACIÓN CENTRAL_ESCUELA DE PARVULOS LOS PAISES BAJOS;-33.45926;-70.7086;202;202
ESTACIÓN CENTRAL_ESCUELA DE PARVULOS SAN JOSE SCHOOL;-33.454195;-70.704446;80;80
ESTACIÓN CENTRAL_ESCUELA DE PARVULOS TRIBILIN;-33.468674;-70.698074;60;60
ESTACIÓN CENTRAL_ESCUELA ESP. ALTAZOR DE ESTACION CENTRAL;-33.46997;-70.693252;52;52
ESTACIÓN CENTRAL_ESCUELA ESP. CANTOS NUEVOS;-33.471806;-70.72022;150;150
ESTACIÓN CENTRAL_ESCUELA ESP. ESTACION ACUARELA;-33.4564;-70.691605;89;89
ESTACIÓN CENTRAL_ESCUELA ESPECIAL CREA Nº2455;-33.45308;-70.70455;210;210
ESTACIÓN CENTRAL_ESCUELA ESPECIAL DAMASQUITO;-33.466564;-70.69847;33;33
ESTACIÓN CENTRAL_ESCUELA ESPECIAL DE LENGUAJE TEMPUS;-33.470813;-70.727328;56;56
ESTACIÓN CENTRAL_ESCUELA ESPECIAL ELUNEY;-33.472361;-70.708558;46;46
ESTACIÓN CENTRAL_ESCUELA ESPECIAL MARIA GABRIELA;-33.46214299;-70.690186;39;39
ESTACIÓN CENTRAL_ESCUELA ESPECIAL N°2435 AITUE;-33.47255599;-70.690403;89;89
ESTACIÓN CENTRAL_ESCUELA ESPECIAL PART. ALAMEDA;-33.458546;-70.70276;29;29
ESTACIÓN CENTRAL_ESCUELA ESPECIAL PART. TRAGALUZ;-33.462997;-70.68644999;80;80
ESTACIÓN CENTRAL_ESCUELA ESPECIAL PART. TRIPANTU;-33.47063399;-70.72717;121;121
ESTACIÓN CENTRAL_ESCUELA HOSPITALARIA CLÍNICA RED SALUD SANTIAGO;-33.45739799;-70.701612;3;3
ESTACIÓN CENTRAL_ESCUELA PARTICULAR HOLANDA;-33.4680096;-70.72247585;127;127
ESTACIÓN CENTRAL_ESCUELA PARTICULAR JOSE ANTONIO LECAROS;-33.46399696;-70.69880676;70;70
ESTACIÓN CENTRAL_ESCUELA REPUBLICA DE AUSTRIA;-33.47529212;-70.69499039;90;90
ESTACIÓN CENTRAL_ESCUELA, COLEGIO POLITEC.H.DE MAGALLANES;-33.46914868;-70.71244689;77;77
ESTACIÓN CENTRAL_ESPERANZA;-33.45845456;-70.68539656;70;70
ESTACIÓN CENTRAL_ESTACIÀN MULTICOLOR;-33.459231;-70.685757;120;120
ESTACIÓN CENTRAL_ESTACION ALEGRIA;-33.476694;-70.697483;97;97
ESTACIÓN CENTRAL_GENARO ARIAS;-33.451489;-70.690773;96;96
ESTACIÓN CENTRAL_KIMELU;-33.470452;-70.703414;84;84
ESTACIÓN CENTRAL_LAS LUCIERNAGAS;-33.46990029;-70.69289904;33;33
ESTACIÓN CENTRAL_LICEO ESTACION CENTRAL;-33.45660624;-70.69843202;46;46
ESTACIÓN CENTRAL_LICEO RUIZ TAGLE;-33.45159121;-70.68899863;113;113
ESTACIÓN CENTRAL_LLIU LLIU;-33.45198819;-70.70585535;89;89
ESTACIÓN CENTRAL_LOS ANGELITOS DE VILLA FRANCIA;-33.47209894;-70.71465428;98;98
ESTACIÓN CENTRAL_LOS CARIÑOSITOS;-33.478658;-70.699677;74;74
ESTACIÓN CENTRAL_MI MUNDO FELIZ;-33.474796;-70.715904;138;138
ESTACIÓN CENTRAL_MIS PRIMERAS HUELLAS;-33.473587;-70.70061;107;107
ESTACIÓN CENTRAL_MIS PRIMEROS PASOS;-33.476439;-70.691009;92;92
ESTACIÓN CENTRAL_SAN ALBERTO;-33.468482;-70.689148;63;63
ESTACIÓN CENTRAL_TAI-TAI;-33.475171;-70.684016;69;69
ESTACIÓN CENTRAL_WILLI-MAPU;-33.47625436;-70.70978396;41;41
HUECHURABA_AGNIE RAYEN;-33.36844001;-70.63561998;19;19
HUECHURABA_BETTEMBURGO;-33.371248;-70.631816;46;46
HUECHURABA_CENTRO DE TRASTORNOS DE LA COMUNICACION;-33.367626;-70.63625999;155;155
HUECHURABA_COLEGIO GRACE COLLEGE;-33.35428199;-70.67752;103;103
HUECHURABA_COLEGIO LINCOLN COLLEGE HUECHURABA;-33.35696;-70.67626;90;90
HUECHURABA_COLEGIO MATER DOLOROSA;-33.37498257;-70.63959733;144;144
HUECHURABA_COLEGIO MONTAHUE;-33.350963;-70.67394;10;10
HUECHURABA_COLEGIO PUMAHUE HUECHURABA;-33.357367;-70.66316999;298;298
HUECHURABA_COLEGIO SAINT JOSEPH SCHOOL;-33.35254299;-70.67854;44;44
HUECHURABA_COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA;-33.35033399;-70.68344;122;122
HUECHURABA_COLEGIO SANTA TERESA DE JESUS DE LOS ANDES;-33.36333642;-70.63164131;35;35
HUECHURABA_EL CANELO;-33.37320413;-70.63925813;168;168
HUECHURABA_ENTRE CERROS;-33.360849;-70.629096;24;24
HUECHURABA_ESC. BASICA PART.PADRE ALBERTO HURTADO;-33.37465422;-70.62750323;71;71
HUECHURABA_ESC. ESPECIAL Nº 2413 LEYENDA DE NIÑOS;-33.37234999;-70.64279;74;74
HUECHURABA_ESCUELA ADELAIDA LA FETRA;-33.36655412;-70.63423348;99;99
HUECHURABA_ESCUELA BASICA CARLOS PRATS G.;-33.36838837;-70.63674587;87;87
HUECHURABA_ESCUELA BÁSICA N°2442 `CENTRO EDUCACIONAL ERNESTO YAÑEZ RIVERA`;-33.360353;-70.67728;88;88
HUECHURABA_ESCUELA DE LENGUAJE MILLARAHUE;-33.360386;-70.6328;54;54
HUECHURABA_ESCUELA ESP. PART. CAMINO A BELEN N¦ 2;-33.359146;-70.68974;40;40
HUECHURABA_ESCUELA ESP. SAN CLEMENTE DE HUECHURABA;-33.340954;-70.67053;173;173
HUECHURABA_ESCUELA ESPECIAL N° 2440 LEONARDO DA VINCI;-33.344215;-70.669917;50;50
HUECHURABA_ESCUELA JOSE ABELARDO NUÑEZ Nº 3;-33.37478971;-70.64029001;177;177
HUECHURABA_ESCUELA LAS CANTERAS;-33.37636702;-70.62359714;58;58
HUECHURABA_ESCUELA PART. SANTA LUISA DE MARILLAC;-33.35985061;-70.63224336;71;71
HUECHURABA_ESCUELA SANTA VICTORIA DE HUECHURABA;-33.37401336;-70.64241618;76;76
HUECHURABA_ESCUELA SANTIAGO DE GUAYAQUIL;-33.37853614;-70.64311721;71;71
